S.No.,No. of threads,Time (ns) - 1st iteration,Time (ns) - 2nd iteration,Avg. Time (ns)
135,1341,0.012724322,0.012881606,0.012802964
136,1351,0.013093256,0.012938416,0.013015836
137,1361,0.017688357,0.013100141,0.015394249
138,1371,0.013155035,0.012222319,0.012688677
139,1381,0.013710292,0.013376657,0.0135434745
140,1391,0.013033545,0.013481374,0.0132574595
141,1401,0.012316246,0.013289848,0.012803047
142,1411,0.01250077,0.012590829,0.0125457995
143,1421,0.013241846,0.01395632,0.013599083
144,1431,0.012936111,0.013067581,0.013001846
145,1441,0.013007903,0.013443282,0.0132255925
146,1451,0.013115202,0.013421702,0.013268452
147,1461,0.012983423,0.013075259,0.013029341
148,1471,0.013116459,0.013056773,0.013086616
149,1481,0.012185005,0.012046438,0.0121157215
150,1491,0.013254616,0.013407918,0.013331267
151,1501,0.01289773,0.013121773,0.0130097515
152,1511,0.012144803,0.012916067,0.012530435
153,1521,0.013111934,0.013179441,0.0131456875
154,1531,0.012469126,0.013560377,0.0130147515
155,1541,0.01211329,0.013222469,0.0126678795
156,1551,0.013151223,0.013085596,0.0131184095
157,1561,0.012943982,0.013326297,0.0131351395
158,1571,0.01322065,0.013365524,0.013293087
159,1581,0.01300874,0.020047098,0.016527919
160,1591,0.013172915,0.013251407,0.013212161
161,1601,0.031450885,0.013236185,0.022343535
162,1611,0.015995199,0.012044547,0.014019873
163,1621,0.012997251,0.013429814,0.0132135325
164,1631,0.012988102,0.011927425,0.0124577635
165,1641,0.013464742,0.012542532,0.013003637
166,1651,0.013108926,0.012112655,0.0126107905
167,1661,0.012231779,0.012957888,0.0125948335
168,1671,0.013212399,0.013354227,0.013283313
169,1681,0.01297197,0.012312608,0.012642289
170,1691,0.014867111,0.012640285,0.013753698
171,1701,0.013194872,0.012073322,0.012634097
172,1711,0.012123204,0.012946176,0.01253469
173,1721,0.013207579,0.013719699,0.013463639
174,1731,0.0119444,0.013234353,0.0125893765
175,1741,0.013768759,0.012332811,0.013050785
176,1751,0.013448596,0.013180982,0.013314789
177,1761,0.013518621,0.013122922,0.0133207715
178,1771,0.012912655,0.013074821,0.012993738
179,1781,0.01299494,0.013450078,0.013222509
180,1791,0.012997818,0.013341092,0.013169455
181,1801,0.012951558,0.012233367,0.0125924625
182,1811,0.013266334,0.012288355,0.0127773445
183,1821,0.013235933,0.01325353,0.0132447315
184,1831,0.013256134,0.013205461,0.0132307975
185,1841,0.012849638,0.012301661,0.0125756495
186,1851,0.013127355,0.013299982,0.0132136685
187,1861,0.013249827,0.013430229,0.013340028
188,1871,0.01231853,0.013098198,0.012708364
189,1881,0.012118789,0.013030392,0.0125745905
190,1891,0.012823165,0.012975117,0.012899141
191,1901,0.012582148,0.011989914,0.012286031
192,1911,0.012206987,0.013645779,0.012926383
193,1921,0.013102386,0.013092025,0.0130972055
194,1931,0.012785031,0.013031965,0.012908498
195,1941,0.013506658,0.013618798,0.013562728
196,1951,0.013633527,0.013121337,0.013377432
197,1961,0.013123759,0.012951983,0.013037871
198,1971,0.012830134,0.018678584,0.015754359
199,1981,0.012923693,0.013494436,0.0132090645
200,1991,0.012803459,0.012946656,0.0128750575
201,2001,0.020674888,0.012919037,0.0167969625
202,2011,0.013591117,0.012193773,0.012892445
203,2021,0.017958211,0.013124267,0.015541239
204,2031,0.012324658,0.01304763,0.012686144
205,2041,0.012999816,0.012945743,0.0129727795
206,2051,0.012988929,0.012988595,0.012988762
207,2061,0.013773445,0.022533117,0.018153281
208,2071,0.012653087,0.012671157,0.012662122
209,2081,0.013012791,0.013333289,0.01317304
210,2091,0.013066873,0.012364118,0.0127154955
211,2101,0.013223473,0.013272505,0.013247989
212,2111,0.012833929,0.012058625,0.012446277
213,2121,0.013080656,0.012916865,0.0129987605
214,2131,0.019467872,0.011854419,0.0156611455
215,2141,0.012735568,0.012765173,0.0127503705
216,2151,0.021070852,0.012121158,0.016596005
217,2161,0.012872342,0.012606518,0.01273943
218,2171,0.013332262,0.013355104,0.013343683
219,2181,0.011943784,0.012134363,0.0120390735
220,2191,0.012269672,0.013134045,0.0127018585
221,2201,0.013294337,0.013468319,0.013381328
222,2211,0.012777237,0.013081754,0.0129294955
223,2221,0.013174482,0.013327635,0.0132510585
224,2231,0.013056645,0.013185118,0.0131208815
225,2241,0.012567482,0.01308233,0.012824906
226,2251,0.013405865,0.012978777,0.013192321
227,2261,0.01232863,0.012994382,0.012661506
228,2271,0.013134224,0.013240175,0.0131871995
229,2281,0.018554759,0.013182486,0.0158686225
230,2291,0.012673172,0.013305308,0.01298924
231,2301,0.013142191,0.01288836,0.0130152755
232,2311,0.013120829,0.013079617,0.013100223
233,2321,0.01216606,0.012411656,0.012288858
234,2331,0.013281628,0.012806503,0.0130440655
235,2341,0.012138809,0.012950626,0.0125447175
236,2351,0.01343364,0.013277503,0.0133555715
237,2361,0.01289382,0.014957125,0.0139254725
238,2371,0.012248014,0.017890798,0.015069406
239,2381,0.013159514,0.012320651,0.0127400825
240,2391,0.012852702,0.013312003,0.0130823525
241,2401,0.013349197,0.013141448,0.0132453225
